Uniprot_name,SA.KO3P1_S20_L007_R1_001.sam,SA.KO3P2_S13_L006_R1_001.sam,SA.KOSS1_S12_L006_R1_001.sam,SA.KOSS2_S23_L007_R1_001.sam,SA.WT3P1_S19_L007_R1_001.sam,SA.WT3P2_S22_L007_R1_001.sam,SA.WTSS1_S11_L006_R1_001.sam,SA.WTSS2_S21_L007_R1_001.sam
25824,961,458,311,841,1089,1194,547,1324
283234,63,47,25,73,64,76,34,89
8986,234,129,97,228,223,260,122,262
100302280,0,0,0,0,0,0,0,0
55867,1,2,0,3,4,1,2,0
116085,0,0,0,0,0,0,0,0
9379,103,69,39,127,66,92,28,88
10235,53,19,13,48,34,30,20,43
5837,12,3,0,7,5,8,1,1
7536,2148,1051,798,1968,1854,2670,1092,2550
5871,63,42,26,75,71,111,31,85
4221,834,380,325,739,686,813,344,886
55561,54,42,18,89,63,70,26,74
10938,230,114,87,217,261,291,119,303
406967,0,0,0,0,0,0,0,1
406970,0,0,0,0,0,0,0,0
23130,483,215,196,427,336,287,129,241
5526,100,63,54,132,253,337,131,338
170589,0,3,1,3,2,1,1,1
283129,0,0,0,0,0,2,0,0
100507609,0,0,0,0,0,0,0,0
116071,14,8,5,16,353,330,5,16
402,402,210,147,351,620,797,274,922
29907,159,75,64,158,172,228,96,211
29901,160,68,42,139,130,186,63,195
10004,1,1,0,1,1,3,1,2
113130,903,516,375,882,1216,1390,599,1401
7542,179,86,62,151,140,223,78,217
100130348,0,0,0,0,1,0,0,0
738,482,240,182,448,545,649,283,717
7108,135,72,64,140,161,156,91,194
741,95,30,37,80,139,92,73,115
2197,1742,944,708,1579,1896,2072,909,2249
740,535,214,238,442,546,701,309,765
84447,244,112,109,202,336,455,175,504
387778,17,13,7,21,84,86,33,85
728975,13,16,6,18,12,14,6,6
823,613,358,225,637,570,660,299,694
440044,3,1,4,1,1,1,4,5
23649,487,247,226,423,734,947,384,927
10435,121,41,43,106,44,63,34,54
5977,620,305,249,626,620,947,318,878
220359,18,6,7,7,19,17,5,10
283130,37,21,9,38,39,23,20,47
83786,256,109,78,224,184,220,92,216
283131,3862,3230,1260,5381,3399,4766,1790,3322
693197,1,0,1,3,0,4,0,2
100507645,0,0,0,0,0,0,0,0
378938,963,643,323,1160,814,1323,494,858
57410,605,307,196,565,563,622,292,688
4054,218,132,63,249,219,327,132,307
10534,211,90,71,173,176,184,96,196
23625,225,87,79,156,182,188,84,224
254102,114,74,39,141,83,135,48,143
10089,1,1,2,1,2,0,0,3
4296,229,125,81,248,280,263,98,222
399909,539,235,207,485,511,591,281,606
6494,188,103,85,199,143,150,53,182
5970,378,209,161,393,406,580,192,612
10524,206,78,73,179,234,278,125,297
84153,813,326,317,642,853,752,371,807
91056,349,165,155,304,327,454,166,411
5017,2,1,1,3,6,5,3,6
100507675,0,0,0,0,0,1,0,1
254122,12,8,5,7,4,12,7,12
1072,3082,1292,1104,2517,3059,3264,1508,3442
80198,385,175,127,317,322,392,182,396
30008,16,12,5,12,19,27,4,45
1521,3,0,1,3,0,4,2,0
9158,367,170,108,377,363,352,158,394
11007,203,133,79,185,196,188,85,208
8061,2,1,0,2,17,16,10,35
83638,201,101,83,182,210,238,74,322
10589,332,154,137,323,360,441,182,524
254187,1,0,0,1,1,1,0,0
9092,500,264,177,487,400,529,217,579
84285,223,86,101,179,218,317,132,311
8815,713,359,296,600,885,961,440,1088
1474,0,0,0,0,0,0,0,1
117144,1,0,1,1,2,0,0,1
89792,1,1,0,2,1,1,2,0
10992,2418,1136,948,2380,2215,3235,1214,3445
55690,223,120,89,232,180,270,91,284
64837,334,166,124,281,426,539,225,560
81876,881,380,313,737,1134,1354,576,1386
254263,17,5,7,21,19,15,4,18
10897,442,204,160,403,432,570,211,641
256472,5,1,2,8,4,12,5,16
57124,1,6,2,6,1,0,0,0
9610,16,6,9,19,4,7,3,5
25855,386,137,147,278,336,294,154,356
11041,377,214,192,368,433,475,257,500
3177,467,233,164,522,233,409,124,487
100505504,0,0,0,1,3,0,2,1
266743,1,2,0,3,1,1,0,0
65003,601,252,226,467,602,617,333,653
100505524,1,1,0,3,3,5,0,0
246330,75,42,38,89,83,113,42,134
100505554,15,5,3,15,13,12,5,20
10072,315,133,121,269,169,146,82,190
582,279,149,127,277,233,296,136,248
254359,125,69,53,126,114,140,71,150
89,2,1,1,1,1,0,0,1
8722,66,19,18,55,174,173,85,169
55231,10,1,4,8,2,2,2,8
9973,162,86,60,170,164,231,79,207
10432,834,400,321,668,354,395,214,408
100505578,24,9,5,24,18,15,4,28
5936,1239,523,452,937,959,999,458,985
83759,449,228,162,357,338,336,197,315
6712,680,438,282,770,488,712,291,613
79703,58,37,25,55,57,93,33,80
9986,135,77,65,121,173,203,68,210
5091,173,80,69,159,155,151,106,167
78999,200,105,89,230,265,296,108,342
100423029,0,0,0,0,0,0,0,0
254439,0,0,0,0,0,0,0,0
91683,6,7,0,4,14,12,9,19
29984,0,0,0,0,0,0,0,1
22992,768,351,284,754,712,1025,433,872
100505593,1,0,0,3,0,4,0,0
156,535,222,213,482,577,778,306,800
338692,118,59,37,117,139,159,52,193
54961,190,91,57,214,170,204,74,242
100130987,9,2,3,7,16,16,11,15
57804,92,43,19,108,148,161,65,159
23529,8,5,5,9,16,19,5,15
5883,179,77,59,148,209,176,91,208
5499,917,443,350,778,777,858,370,996
374403,10,3,2,3,3,3,2,4
57571,11,8,6,9,10,9,5,4
6199,441,206,156,347,395,392,204,517
5790,3,4,2,4,2,2,2,4
57175,497,266,193,436,429,386,198,424
390212,0,0,0,0,0,0,0,1
57010,1,0,0,0,2,0,1,0
80194,71,47,28,58,144,158,64,154
9049,474,220,178,465,455,552,205,630
9600,186,106,90,201,178,267,117,300
10263,181,75,58,148,263,325,116,392
51475,0,0,0,0,0,0,0,0
2950,790,317,267,612,1935,1871,1008,2230
100505621,3,0,0,2,0,2,1,6
4723,1427,673,505,1300,1521,1680,746,1811
390213,1,1,0,2,2,2,0,1
254552,28,16,10,32,29,25,10,41
347853,1,0,1,1,1,0,0,0
91703,0,0,0,0,0,0,0,0
222,0,0,0,0,0,0,0,0
645332,51,16,15,48,67,65,21,73
81622,126,69,38,107,383,465,63,116
221,34,22,15,31,17,20,12,21
4728,500,277,187,485,549,583,236,767
10312,163,71,69,121,117,146,51,130
1119,137,65,47,99,99,154,66,157
51111,312,178,124,318,325,397,163,310
53838,234,105,93,211,316,376,156,421
4041,427,270,160,522,408,613,233,653
55291,841,549,349,930,820,1098,521,843
51083,116,69,55,112,146,186,58,194
9633,50,37,14,43,63,76,26,76
1374,388,316,204,492,332,608,183,527
219927,250,140,104,252,405,428,179,460
3508,220,116,83,220,208,256,121,283
116512,0,0,0,0,0,0,0,0
116535,0,0,0,1,0,0,0,0
219931,169,82,56,139,116,124,63,122
100422846,0,0,0,0,0,0,0,1
26579,0,0,0,2,0,3,0,1
100505834,0,0,0,0,0,0,0,0
595,523,352,194,618,104,150,45,122
220064,137,67,59,107,135,192,89,175
9965,0,1,0,4,9,11,3,16
2249,0,0,0,0,0,0,0,0
2248,2,0,0,1,0,2,0,0
100127946,0,0,0,0,0,0,0,0
100009613,0,0,0,0,0,0,0,0
55107,4,2,0,2,4,10,2,7
8772,240,108,106,177,286,345,141,286
8500,522,305,213,509,581,626,347,627
100313770,0,0,0,0,0,0,0,0
2017,1170,576,461,995,992,1262,588,1225
22941,28,23,6,29,21,39,17,34
220070,0,0,0,1,0,0,0,0
1717,722,388,276,714,506,550,239,604
55191,260,110,81,212,234,192,92,214
440050,0,0,0,0,0,0,1,0
57830,0,0,0,0,0,1,0,0
3846,0,0,0,0,2,1,0,1
387273,0,1,0,2,1,1,0,0
440051,0,0,0,0,0,0,0,0
55199,85,39,31,78,90,85,59,103
100131539,2,1,0,2,0,1,0,2
245911,0,0,0,0,0,0,0,0
100133315,28,13,8,19,23,18,17,21
100129216,2,0,2,7,2,4,1,3
55298,225,100,98,241,247,283,133,262
10068,85,35,27,61,52,66,29,42
4926,1888,911,718,1838,1486,1956,804,1905
100422953,0,0,0,0,0,0,0,0
220074,66,35,22,71,72,100,36,98
55004,347,164,164,345,416,415,202,437
25906,27,5,8,20,22,20,13,20
2352,0,0,0,0,0,1,0,1
2348,3,2,1,4,2,3,1,1
2350,0,0,0,0,0,0,1,0
3636,983,484,384,915,896,1324,482,1308
401,0,0,0,0,0,0,0,0
81570,244,114,92,225,201,243,109,209
5138,7,7,6,7,5,8,3,7
406931,0,0,0,0,0,0,0,0
116985,530,248,171,506,420,488,215,499
100506020,7,3,3,3,4,0,0,3
10809,117,62,51,102,143,185,58,187
89849,66,44,26,77,102,169,58,195
9873,180,104,90,192,170,261,83,212
100506045,0,0,0,0,0,0,0,0
5029,10,7,6,11,9,17,5,11
5031,0,0,0,0,1,0,0,0
100287837,0,0,0,0,1,1,1,0
9828,100,70,44,99,93,134,55,137
84957,174,68,54,118,183,269,105,293
23201,105,65,49,108,67,113,55,70
58473,140,70,44,129,222,235,128,245
5870,364,272,154,457,401,749,231,499
51642,302,127,113,243,305,363,140,400
51287,323,176,125,279,373,442,196,464
80227,150,77,53,130,193,244,120,235
374407,2,2,4,7,4,3,3,3
7351,353,181,112,367,257,317,140,352
7352,5,3,6,10,3,8,5,7
26005,204,116,88,193,190,255,120,189
51400,334,176,127,338,390,487,214,519
283208,8,4,1,10,6,1,1,5
283209,50,48,28,81,39,97,30,42
10008,2,0,0,0,1,1,0,0
387787,35,16,7,16,45,40,24,33
100287896,27,16,10,41,34,32,19,31
10714,311,194,154,335,443,600,243,498
25884,4,4,1,3,3,3,1,1
254225,287,233,127,364,244,405,143,221
143570,59,28,28,63,69,99,29,77
9789,234,168,97,278,402,471,193,425
10825,167,89,77,148,76,84,59,83
341152,0,0,0,0,0,0,0,0
11309,0,0,0,0,0,0,0,0
100507050,2,2,0,2,1,2,0,3
408,56,39,25,67,57,83,26,65
442900,0,0,0,1,0,0,0,0
6188,12892,7239,4929,13311,11855,14168,6105,15092
6079,1,2,0,1,0,8,0,0
114599,2,3,0,7,12,8,12,5
283212,2,0,0,0,0,0,0,0
81544,57,24,21,54,62,68,20,81
871,1109,581,424,1047,1235,1640,633,1574
4135,18,12,11,18,23,53,23,58
80168,0,0,0,0,1,0,0,0
84649,89,44,42,99,49,86,56,84
100506113,0,0,1,0,1,1,0,0
7405,91,50,44,121,149,186,62,160
7481,76,38,30,79,33,87,21,100
5612,246,177,80,238,379,514,199,322
100506127,83,34,38,91,42,53,46,47
56946,251,137,110,248,241,363,171,260
2615,11,7,8,14,9,6,4,10
390226,0,0,0,0,0,0,0,0
25987,207,86,71,130,96,155,62,203
55331,97,89,41,128,96,170,64,104
192134,0,0,0,0,0,0,0,0
726,45,26,11,49,51,58,25,69
4975,0,0,0,0,1,0,0,1
4647,6,4,1,10,10,10,9,12
220032,0,0,0,0,0,0,0,0
5058,387,205,148,407,476,625,232,640
282679,16,16,5,17,12,18,6,12
1207,1066,637,400,1189,1029,1361,572,1193
51773,425,253,150,396,414,517,250,399
28971,95,37,32,91,105,144,62,119
92105,235,92,90,209,154,198,89,194
65987,2,3,1,3,8,3,3,3
7069,1,1,0,0,2,0,0,0
4718,611,343,237,572,645,559,256,474
79053,384,195,141,346,473,549,231,427
100289388,0,0,1,4,2,2,4,3
283219,39,29,9,20,43,44,22,27
57558,78,46,21,70,89,101,39,112
9846,111,76,40,128,217,351,79,286
100506220,0,1,0,0,0,0,0,0
79731,173,105,69,178,261,304,165,292
26011,52,32,29,60,24,37,18,35
100126333,0,0,0,0,0,0,0,0
100422823,0,0,0,0,0,0,0,0
220382,31,23,10,53,18,17,1,18
5547,603,303,180,579,539,612,309,613
220042,169,105,66,206,198,296,91,146
27314,12,7,10,12,11,11,8,15
100379250,0,0,0,0,0,0,0,0
100506233,48,36,15,48,66,79,30,61
100506259,17,10,4,14,2,9,9,4
51585,862,397,372,774,503,567,322,389
100506282,15,13,3,19,17,8,9,13
338699,35,10,17,28,24,47,13,28
60492,139,99,45,139,216,280,99,149
1740,5,8,2,6,2,1,0,3
55863,183,129,49,216,233,336,110,186
84233,79,41,21,74,104,144,39,105
58487,945,806,353,1197,882,1341,580,823
220388,24,13,10,35,26,26,15,18
54843,44,26,13,33,26,23,25,18
100506308,7,1,1,5,4,5,1,0
220047,0,0,0,0,0,0,0,0
8301,511,371,197,684,677,1100,314,676
8726,180,118,65,199,245,334,122,243
51501,195,94,77,188,257,282,106,279
60494,0,2,0,4,6,6,2,4
10873,0,0,0,0,5,1,1,3
11098,122,48,43,92,257,452,124,324
100506355,4,2,1,1,14,15,5,18
8322,225,139,85,258,112,158,77,119
100506368,4,0,1,1,4,1,2,5
65084,169,115,71,216,176,224,83,136
23682,0,3,0,3,1,1,0,0
100423040,0,0,0,0,0,0,0,0
1075,256,142,116,241,199,218,116,197
2915,7,1,2,6,1,1,1,0
7299,0,0,0,0,0,0,0,0
50507,0,1,0,4,0,0,0,0
219595,5,1,0,1,1,0,0,0
390231,0,0,0,0,0,0,0,0
57093,0,0,0,0,0,0,0,0
642414,0,1,0,0,0,0,0,0
642446,0,0,0,0,0,0,0,0
399939,0,0,0,0,0,0,0,1
729384,0,0,0,1,0,0,0,0
120146,0,0,0,0,0,0,0,0
399940,0,0,0,0,0,0,0,0
642569,0,0,0,0,0,0,0,1
642612,0,0,0,0,0,0,0,0
642623,0,0,0,0,0,0,0,0
10003,112,94,31,138,26,32,7,17
26973,266,213,99,319,247,405,118,262
100302228,0,0,0,0,0,0,0,0
120114,137,110,72,227,49,62,42,53
4544,0,0,0,0,0,0,0,0
120103,87,73,35,96,73,124,34,91
159989,0,0,0,1,0,0,0,0
56935,45,22,17,43,91,126,45,161
85459,471,230,163,453,476,554,294,383
619383,5,4,2,3,4,3,1,2
100506644,0,0,2,2,0,1,0,0
684959,8,6,2,16,15,18,6,17
692063,3,9,0,9,8,10,1,2
692075,0,0,0,4,1,2,2,2
677792,2,1,0,3,2,4,2,4
654320,7,8,3,16,15,17,9,23
692072,2,6,1,11,7,12,2,5
677805,22,8,6,9,15,31,12,23
100302240,7,5,4,10,21,19,4,8
677822,9,18,3,11,11,17,8,9
79101,233,226,82,358,282,470,135,258
28970,87,73,41,100,74,161,38,116
9440,180,91,57,179,220,245,130,183
387804,0,0,0,0,1,0,0,0
341208,1,0,0,2,1,2,0,0
24145,82,42,39,87,132,151,66,84
390243,0,0,0,0,0,1,1,0
10888,10,2,3,5,2,5,0,4
4361,295,241,109,404,311,449,182,324
100302275,0,0,0,0,0,0,0,0
54851,117,66,43,130,131,175,94,111
643037,0,0,0,0,0,0,0,0
2526,61,52,37,81,67,120,47,85
143689,2,1,0,2,6,8,2,7
154810,648,489,311,790,465,846,378,693
51503,372,188,150,332,419,424,220,426
55693,64,34,24,55,62,85,38,65
390245,0,0,0,0,0,1,0,0
10929,356,161,165,303,277,335,169,299
23052,161,92,67,148,210,242,71,193
143686,70,53,27,68,22,49,32,25
100129203,1,3,0,10,5,3,2,5
143684,111,108,39,113,95,139,70,78
9702,434,298,174,570,460,609,247,369
8898,304,213,126,334,289,381,130,282
84441,11,18,7,33,26,34,8,20
100131541,0,0,0,0,0,2,0,0
100422991,0,0,0,0,0,0,0,0
79780,152,115,48,179,176,253,92,111
8690,206,146,78,234,156,218,101,147
53942,6,0,6,2,0,0,0,0
143872,27,25,14,44,22,37,20,18
83935,9,13,3,20,21,19,13,15
5241,118,81,43,130,15,26,7,12
7225,0,1,0,0,0,0,0,0
253935,0,0,0,0,0,0,0,0
57562,67,61,28,104,42,64,26,47
85016,7,16,2,26,8,12,3,10
10413,339,320,163,534,296,543,170,282
330,2,0,0,4,1,11,3,0
329,193,186,85,272,313,385,140,210
114908,847,779,339,1162,963,1492,429,770
727869,2,4,0,11,7,18,2,19
4316,0,0,0,0,0,1,0,0
9313,0,0,0,0,0,0,0,0
64066,0,0,0,0,0,0,0,0
4317,0,0,0,0,1,0,0,0
4319,1,0,0,0,0,4,0,10
100288077,1,0,0,1,0,3,1,3
4312,0,1,0,0,0,0,1,1
4314,2,0,0,1,0,1,0,0
4321,2,1,0,0,0,2,0,0
4322,0,0,0,2,4,2,2,0
84259,374,254,144,414,473,617,243,488
79659,682,475,310,828,497,632,285,336
80310,32,15,6,37,0,2,0,1
414301,0,0,0,0,0,0,0,0
100506742,0,0,0,0,0,0,0,0
643733,0,0,0,0,0,0,0,0
837,4,2,1,3,2,0,0,0
838,0,0,0,0,0,0,0,0
834,0,0,0,0,0,0,0,0
114769,0,0,0,0,0,1,0,0
440068,0,0,0,0,0,0,0,0
59082,0,0,0,0,0,0,0,0
2893,1,4,0,2,0,0,0,4
84437,329,225,124,352,229,305,134,195
143879,14,14,2,14,23,20,5,15
60496,540,440,206,671,640,831,346,538
2977,16,10,5,27,4,8,6,8
143884,174,85,72,165,168,161,93,137
91801,184,106,89,174,219,205,124,164
55531,22,20,10,46,23,44,14,25
643923,1,2,2,2,0,1,0,0
6588,0,0,0,0,0,0,0,0
54733,299,169,119,292,282,382,150,349
54734,66,52,21,66,15,52,25,22
8065,331,276,122,416,307,432,194,234
38,650,302,245,638,937,878,438,888
4863,228,164,103,266,204,248,122,193
472,678,492,296,836,402,673,287,357
160140,4,0,2,3,6,12,2,6
143888,552,389,216,674,599,865,354,612
23086,59,39,21,93,35,61,34,34
1662,328,155,124,295,355,436,196,345
100049615,0,0,0,0,0,0,0,0
399947,0,0,0,0,0,0,0,0
85463,70,35,37,77,69,153,61,71
5962,734,478,310,830,537,793,373,540
2230,100,79,49,112,176,217,83,174
57569,59,47,28,86,52,63,30,79
341032,0,0,0,0,0,0,0,0
399948,0,0,0,0,0,0,0,0
120376,0,0,0,0,0,0,0,0
5450,0,0,0,0,1,0,0,0
644277,0,0,0,0,0,0,0,0
100506852,0,0,0,0,0,0,0,0
54766,1,0,0,0,0,0,0,0
407041,0,0,0,0,0,0,0,0
407042,0,0,0,0,0,0,0,0
399949,0,0,0,0,0,0,0,0
143903,106,76,52,122,83,123,61,91
23235,264,140,96,302,178,323,139,326
5519,238,167,105,338,249,276,120,203
79796,199,105,67,192,275,379,138,303
91893,32,20,12,40,26,31,14,21
64776,129,84,35,121,195,192,90,162
1410,1,2,0,2,0,31,1,34
3316,1,0,1,0,0,0,0,4
91894,8,2,1,11,32,24,12,21
85458,93,59,44,158,64,123,35,64
1737,256,154,117,309,444,530,239,406
120379,15,11,10,16,30,15,11,11
55216,497,305,206,535,607,730,332,523
26521,280,111,108,213,402,340,188,356
6392,270,231,105,398,310,454,176,282
3606,0,3,0,3,2,0,1,1
56158,1,0,0,0,0,1,1,0
83875,1,1,2,3,4,7,4,5
5805,100,57,28,123,152,179,86,138
349633,0,0,2,2,0,0,2,0
100506870,0,1,2,0,0,2,0,6
4684,474,344,201,593,421,581,236,497
100506886,0,0,1,0,0,0,0,0
100288346,1,0,1,2,2,0,0,0
54970,125,52,36,86,139,132,76,102
255239,4,1,0,3,3,3,3,1
1813,6,3,3,2,1,3,0,8
100422855,0,0,0,0,0,0,0,0
80975,6,0,1,8,11,6,8,9
9183,289,167,108,283,370,375,197,297
644672,0,0,0,0,0,0,0,0
57646,399,261,143,502,403,663,210,507
9177,1,0,0,2,0,0,0,1
3359,5,1,2,6,6,6,2,4
7704,8,7,10,9,4,13,10,7
4837,0,0,0,0,0,0,0,0
100506941,0,0,0,0,0,0,0,0
54494,32,23,9,36,67,64,30,54
10179,79,61,32,107,117,117,40,80
25996,257,140,110,220,275,326,129,296
120400,0,0,0,0,0,0,0,0
54827,0,0,0,0,0,0,0,0
120406,0,0,0,0,0,0,0,0
23705,504,340,210,588,364,501,180,362
100506958,0,0,0,0,0,0,0,0
283143,0,0,0,0,0,0,0,0
84811,191,100,63,184,222,241,116,205
8882,328,169,126,321,409,496,218,500
116519,0,0,0,0,0,0,1,1
337,0,0,0,0,0,0,0,1
345,0,0,0,0,0,0,0,0
335,3,1,0,0,7,5,4,4
23387,238,137,104,247,171,240,117,225
5049,525,309,234,571,462,666,318,567
100506982,2,1,0,2,0,3,2,2
51092,147,91,63,173,116,179,79,184
6876,16,1,4,22,22,20,8,15
9159,282,119,97,209,247,266,136,273
257160,175,107,61,182,160,231,127,210
23621,298,146,119,287,281,417,213,325
22897,298,139,107,246,374,460,211,426
100129201,4,3,1,3,6,1,2,7
57453,0,0,0,0,3,5,2,1
100507028,0,2,0,0,0,1,0,0
486,1,0,1,0,0,0,2,1
53826,146,70,70,137,99,151,36,142
84000,6,6,1,9,10,14,3,16
3587,8,1,1,9,17,24,14,21
56649,0,0,0,0,0,0,0,2
6330,79,31,25,77,100,170,96,182
6327,14,17,3,18,25,29,14,17
120425,0,0,0,0,0,0,0,0
196264,5,3,4,7,8,11,4,3
10205,4,2,2,11,5,3,1,5
916,0,0,0,0,0,0,0,0
915,0,0,0,0,0,0,0,0
917,0,1,0,0,0,0,0,0
9354,631,366,248,632,545,577,345,445
10632,843,450,318,876,1163,1255,503,1213
84796,0,1,0,0,0,3,1,2
4297,1396,863,648,1530,949,1522,780,1166
143941,5,11,3,11,9,10,8,8
84866,139,71,37,157,112,190,72,186
56912,221,88,97,221,301,330,175,317
372,1382,791,518,1307,1477,2275,874,1904
23187,257,114,89,240,188,224,75,210
11181,0,0,0,1,0,1,0,0
1656,921,501,395,944,824,1165,529,909
643,0,0,0,0,0,0,0,0
283149,181,119,82,221,131,196,77,229
7379,0,0,0,0,1,2,0,2
283150,1,0,0,0,1,0,1,0
338657,84,32,29,79,75,83,47,86
649946,20,7,4,9,10,7,5,6
6230,1886,1126,802,2087,1939,2513,1048,2432
51399,259,101,115,209,362,374,191,364
2542,778,443,270,724,561,579,273,588
10525,1320,639,464,1043,2534,2888,1427,2952
55823,394,145,161,296,274,224,152,244
3145,351,137,118,245,422,360,193,405
3014,1465,671,516,1112,1466,1448,738,1685
1798,337,186,124,347,402,552,213,506
9854,118,67,67,121,172,220,102,247
25988,172,84,65,153,197,253,108,248
64137,23,11,12,43,40,48,22,57
79671,168,95,71,203,256,330,127,335
79849,1,0,0,2,0,0,0,0
283152,7,4,5,11,16,15,6,13
867,607,433,263,766,445,794,288,573
4162,163,126,74,189,154,229,88,266
79102,640,288,228,542,468,653,255,660
83552,0,0,0,0,0,0,0,0
114902,0,0,0,0,0,0,0,0
9099,77,35,36,75,58,94,36,81
100499227,12,8,5,7,11,9,9,18
7070,0,0,0,0,1,0,0,0
5818,217,99,79,190,94,157,66,173
100507077,1,0,0,1,0,0,2,0
23650,0,0,0,0,0,0,0,1
729173,1,0,0,0,0,0,0,1
220323,373,165,145,291,329,414,155,453
25833,0,0,0,3,0,1,0,1
219902,28,12,13,30,32,38,22,48
23365,994,639,394,1061,787,1239,484,720
2900,13,6,1,13,5,12,2,9
219899,152,102,70,171,144,205,106,149
7007,22,11,2,20,19,22,14,23
6309,390,280,139,528,270,511,163,251
6653,199,131,77,228,61,106,48,89
100507165,0,0,0,0,0,0,0,0
100507145,0,0,0,0,0,0,0,0
399959,0,1,0,2,0,0,0,0
406911,0,0,0,0,0,0,0,0
414899,0,0,0,0,0,0,0,0
406882,0,0,0,0,0,0,0,0
406892,0,0,0,0,0,0,0,0
84959,51,38,25,70,60,100,29,80
56253,0,0,0,0,0,0,0,0
79864,33,22,10,39,56,54,27,81
390259,0,0,0,1,1,0,0,0
341056,238,137,73,255,217,252,129,275
3312,10826,4824,4281,9063,3468,4137,1774,4100
85391,0,0,1,3,3,3,1,0
85390,11,5,6,7,10,11,9,6
85389,8,3,1,9,7,4,3,3
79827,51,24,13,40,28,43,21,27
100507215,0,0,0,0,0,0,0,0
100128242,9,7,4,12,4,8,10,13
57476,20,16,11,29,17,25,9,19
55800,69,49,30,116,102,218,55,146
7753,244,108,117,213,252,237,136,231
390260,0,0,0,0,0,0,0,0
390261,0,0,0,0,0,0,0,0
338661,0,0,0,0,0,0,0,0
338662,0,0,0,0,0,0,0,0
219875,0,0,0,0,0,0,0,0
219874,0,0,0,0,0,0,0,0
219873,0,0,0,0,0,0,0,0
390264,0,0,1,0,0,0,0,0
219870,0,0,0,0,0,0,0,0
219869,0,0,0,0,0,0,0,0
390265,0,0,0,0,0,0,0,0
4013,55,29,20,45,19,18,3,9
26492,0,0,0,0,0,0,0,0
26494,0,0,0,0,0,0,0,0
219865,0,0,0,0,0,0,0,0
283159,0,0,0,0,0,0,0,0
283160,0,0,0,0,0,0,0,0
26595,0,0,0,0,0,0,0,0
390271,0,0,0,0,0,0,0,0
283162,0,0,0,0,0,0,0,0
26493,0,0,0,0,0,0,0,0
219858,0,0,0,0,0,0,0,0
390275,0,0,0,0,0,0,0,0
116337,0,1,0,0,0,1,0,0
84897,299,186,124,341,238,304,133,255
54414,165,122,57,164,202,247,110,214
53340,69,46,32,72,112,109,38,94
4900,149,64,66,132,199,245,82,268
23584,18,7,6,3,1,1,1,4
90952,20,7,5,15,12,21,9,22
79684,99,57,30,83,84,102,46,86
100130428,3,8,0,6,0,6,0,1
100507283,21,12,10,39,20,20,10,14
64221,213,114,72,202,262,298,128,312
54538,0,0,0,1,0,0,0,0
220296,0,0,0,0,0,1,0,1
641654,0,0,0,0,0,0,0,0
80071,105,57,46,107,129,135,75,121
219855,19,9,5,13,13,28,10,39
219854,135,79,53,157,209,243,114,217
63876,70,47,26,94,106,182,59,141
9638,51,34,9,58,104,186,52,198
403312,0,1,0,0,0,0,0,1
9538,1332,640,480,1140,1805,1649,859,1656
3703,1211,636,480,1106,1932,2306,1027,2329
1111,321,196,115,315,396,567,223,471
56,6,2,4,10,15,11,1,5
160065,0,0,0,0,0,0,0,0
399967,0,0,1,0,0,0,0,0
100169851,0,0,0,0,0,0,0,0
399968,2,0,0,0,0,0,0,0
219844,60,24,29,51,73,93,37,88
83480,152,88,52,143,179,196,90,197
29118,7,5,2,8,6,9,6,7
338667,2,0,1,0,0,0,0,0
50937,217,150,131,299,97,123,117,161
84881,185,89,62,159,246,249,134,229
79607,68,32,31,71,150,175,84,148
6734,488,243,173,413,965,1370,446,1464
55572,184,80,78,137,381,359,208,385
114609,56,23,13,53,93,111,57,117
28960,92,41,27,74,118,150,61,172
100507348,0,0,1,0,0,0,0,0
399972,1,0,3,0,16,17,7,12
6484,66,28,17,45,150,204,79,222
84623,0,0,0,0,1,1,0,0
100422918,0,0,0,0,0,0,0,0
2113,75,31,37,74,10,32,2,21
100507392,1,0,0,1,0,0,0,0
2313,17,18,12,29,12,19,8,15
3758,3,1,1,0,0,4,1,0
3762,7,1,1,2,5,7,3,3
219833,44,32,22,51,56,36,35,44
63970,0,0,2,0,1,0,0,0
9743,265,189,94,314,205,399,149,324
8538,33,22,19,34,29,30,18,56
120224,2,2,0,4,5,3,2,3
4798,563,303,213,555,478,682,268,657
56980,129,105,71,162,60,95,50,80
440072,2,0,1,0,0,3,2,3
334,3748,2006,1605,3658,3054,3471,1694,3308
6768,1,0,0,2,7,8,3,5
29068,365,311,167,453,248,415,184,265
11095,5,4,1,6,12,22,14,23
170689,44,23,26,45,20,42,23,49
283171,0,0,0,0,0,0,0,0
100507431,0,0,0,0,0,0,0,0
399979,9,9,8,14,123,160,60,124
50863,0,0,0,0,0,0,0,0
100507450,0,0,0,0,0,0,0,0
4978,0,0,0,0,0,0,0,0
100128095,0,0,0,0,0,0,0,0
219938,0,0,0,0,0,0,0,0
283174,122,70,38,118,107,205,67,172
646543,12,10,7,16,12,14,7,9
22997,63,32,24,54,23,35,30,30
100128239,2,3,0,6,7,4,5,3
83700,745,399,272,667,683,810,333,772
23310,1123,634,475,1017,989,1187,578,1059
100507510,0,2,2,0,1,1,0,0
112936,448,227,158,398,358,414,186,456
29087,313,123,121,273,329,268,127,297
27034,163,95,60,169,150,188,96,164
112937,25,15,5,17,15,24,13,39
89944,224,108,70,192,208,227,130,294
